address,addressZipcode,beds,baths,area,price,year,source
"3147 8TH ST  , BOULDER, CO 80305",80305,3.0,1.0,1248.0,1690000,2022,bouldercounty
"4905 RICARA DR  , BOULDER, CO 80303",80303,5.0,2.0,2576.0,1450000,2022,bouldercounty
"4380 BUTLER CIR  , LAKEWOOD, CO 80214",80214,3.0,1.5,1662.0,760000,2022,bouldercounty
"2910 19TH ST  , BOULDER, CO 80304",80304,3.0,2.0,1348.0,1350000,2022,bouldercounty
"1395 BEAR MOUNTAIN DR 103, THE WOODLANDS, TX 77375",77375,3.0,2.5,2480.0,1448000,2022,bouldercounty
"2227 CANYON BLVD 457B, BOULDER, CO 80302-5680",80302-5680,1.0,1.0,702.0,404000,2022,bouldercounty
"3250 ONEAL CIR 23A, BOULDER, CO 80301",80301,1.0,1.0,606.0,248000,2022,bouldercounty
"3325 25TH ST  , BOULDER, CO 80304",80304,3.0,1.5,2210.0,1395000,2022,bouldercounty
"3365 CHISHOLM TRL B201, BOULDER, CO 80301",80301,2.0,1.0,862.0,371000,2022,bouldercounty
"2135 SPRUCE ST 3, BOULDER, CO 80302",80302,1.0,1.5,984.0,690000,2022,bouldercounty
"3575 28TH ST 103, GOLDEN, CO 80401",80401,1.0,1.0,624.0,300000,2022,bouldercounty
"60 SOUTH BOULDER CIR 6022, BOULDER, CO 80303",80303,2.0,1.5,864.0,520000,2022,bouldercounty
"1179 MONROE DR A, BOULDER, CO 80305",80305,2.0,1.0,1044.0,550000,2022,bouldercounty
"2909 SHADY HOLLOW EAST    , BOULDER, CO 80304",80304,2.0,2.0,1118.0,665200,2022,bouldercounty
"948 NORTH ST 13, BOULDER, CO 80304-3387",80304-3387,2.0,2.0,892.0,10000,2022,bouldercounty
"3473 28TH ST 13, BOULDER, CO 80301",80301,2.0,1.5,936.0,475000,2022,bouldercounty
"3601 ARAPAHOE AVE 114, BOULDER, CO 80303",80303,2.0,2.0,1338.0,850000,2022,bouldercounty
"970 AURORA AVE F306, BOULDER, CO 80302",80302,2.0,2.0,1316.0,1500000,2022,bouldercounty
"750 43RD ST  , BOULDER, CO 80305",80305,2.0,1.0,1976.0,1200000,2022,bouldercounty
"1040 TANTRA PARK CIR  , BOULDER, CO 80305",80305,3.0,1.5,1399.0,1015000,2022,bouldercounty
"3020 PENNSYLVANIA AVE  , BOULDER, CO 80303",80303,6.0,2.5,2610.0,927000,2022,bouldercounty
"325 ERIE DR  , BOULDER, CO 80303",80303,4.0,2.0,2412.0,1855000,2022,bouldercounty
"4630 SIOUX DR  , BROOMFIELD, CO 80023",80023,3.0,1.5,2464.0,950000,2022,bouldercounty
"5679 QUARRY CT  , BOULDER, CO 80301",80301,4.0,3.5,2600.0,950000,2022,bouldercounty
"1895 ALPINE AVE 19F, BOULDER, CO 80304",80304,2.0,1.0,910.0,545000,2022,bouldercounty
"4618 16TH ST  , BOULDER, CO 80304-2372",80304-2372,1.0,3.5,1380.0,889100,2022,bouldercounty
"3120 24TH ST  , BOULDER, CO 80306-0022",80306-0022,3.0,2.5,1707.0,1805000,2022,bouldercounty
"2120 EDGEWOOD DR  , BOULDER, CO 80304",80304,2.0,1.0,1209.0,950000,2022,bouldercounty
"1170 JUNIPER AVE  , BOULDER, CO 80304",80304,2.0,1.5,896.0,599000,2022,bouldercounty
"3275 34TH ST 77, MONTEREY, CA 93940",93940,2.0,1.0,930.0,490000,2022,bouldercounty
"2880 SUNDOWN LN 102, BOULDER, CO 80303",80303,1.0,1.0,609.0,405000,2022,bouldercounty
"1001 LARAMIE BLVD F, BOULDER, CO 80304",80304,2.0,2.0,1250.0,560000,2022,bouldercounty
"4500 19TH ST 121, BOULDER, CO 80304-0615",80304-0615,,0.0,1216.0,98500,2022,bouldercounty
"4790 LEE CIR  , HAWTHORNE, CA 90250",90250,4.0,2.0,2796.0,1255000,2022,bouldercounty
"780 HARTFORD DR  , BOULDER, CO 80305",80305,5.0,2.5,2384.0,1815000,2022,bouldercounty
"5505 VALMONT RD 314, BOULDER, CO 80301-2930",80301-2930,,0.0,1344.0,175000,2022,bouldercounty
"2635 MAPLETON AVE 77, BOULDER, CO 80304",80304,,0.0,510.0,10300,2022,bouldercounty
"4605 LUDLOW ST  , BOULDER, CO 80305",80305,4.0,1.5,1556.0,935000,2022,bouldercounty
"490 INCA PKWY  , BOULDER, CO 80303",80303,4.0,1.5,2922.0,1453000,2022,bouldercounty
"1804 MAPLETON AVE  , BOULDER, CO 80301",80301,4.0,3.0,2555.0,1295000,2022,bouldercounty
"380 SPRUCE ST  , BOULDER, CO 80302-4957",80302-4957,1.0,1.5,1222.0,1400000,2022,bouldercounty
"2227 CANYON BLVD 407A, THORNTON, CO 80602-7248",80602-7248,1.0,1.0,702.0,480000,2022,bouldercounty
"1441 MARIPOSA AVE  , BOULDER, CO 80302",80302,2.0,2.0,2006.0,1880000,2022,bouldercounty
"2810 6TH ST  , EVANSTON, IL 60202",60202,4.0,1.5,2016.0,1587000,2022,bouldercounty
"640 IRIS AVE  , BOULDER, CO 80304",80304,2.0,1.5,1642.0,1350000,2022,bouldercounty
"835 YELLOW PINE AVE  , BERTHOUD, CO 80513",80513,4.0,3.5,2982.0,2012000,2022,bouldercounty
"375 SEMINOLE DR  , BOULDER, CO 80303",80303,4.0,3.0,2818.0,1100000,2022,bouldercounty
"4888 FRANKLIN DR  , BOULDER, CO 80301-6201",80301-6201,3.0,2.5,1992.0,975000,2022,bouldercounty
"5420 BASELINE RD  , BOULDER, CO 80303-2801",80303-2801,3.0,3.0,2578.0,1524000,2022,bouldercounty
"1495 ZAMIA AVE 2, BOULDER, CO 80304",80304,2.0,2.0,938.0,608500,2022,bouldercounty
"1644 YELLOW PINE AVE  , BOULDER, CO 80304",80304,2.0,2.0,2016.0,1075000,2022,bouldercounty
"1101 GRANDVIEW AVE  , BOULDER, CO 80302",80302,3.0,2.0,1927.0,1675000,2022,bouldercounty
"350 LARAMIE BLVD  , BOULDER, CO 80304",80304,4.0,3.5,2841.0,1500000,2022,bouldercounty
"3490 BERKLEY AVE  , BOULDER, CO 80305",80305,4.0,2.0,2408.0,1186000,2022,bouldercounty
"3747 TALISMAN PL D, LOUISVILLE, CO 80027",80027,2.0,1.0,880.0,430000,2022,bouldercounty
"3050 CORONA TRL M104, BOULDER, CO 80301",80301,1.0,1.0,592.0,295000,2022,bouldercounty
"3258 CRIPPLE CREEK TRL 3A, BOULDER, CO 80305",80305,1.0,1.0,570.0,336000,2022,bouldercounty
"3250 ONEAL CIR 14F, BOULDER, CO 80301",80301,1.0,1.0,606.0,305000,2022,bouldercounty
"1842 CANYON BLVD 210, BOULDER, CO 80302",80302,1.0,1.0,645.0,351000,2022,bouldercounty
"3401 ARAPAHOE AVE 420, BOULDER, CO 80303-1064",80303-1064,1.0,0.5,990.0,850000,2022,bouldercounty
"4870 TWIN LAKES RD 9, BOULDER, CO 80301",80301,2.0,2.0,961.0,495000,2022,bouldercounty
"4139 AMBER ST  , BOULDER, CO 80304",80304,4.0,3.5,3060.0,1365000,2022,bouldercounty
"4778 MCKINLEY DR  , BOULDER, CO 80303",80303,3.0,2.5,2809.0,1225000,2022,bouldercounty
"860 MOORHEAD CIR 1E, BOULDER, CO 80305",80305,2.0,1.0,759.0,375000,2022,bouldercounty
"4520 BROADWAY   206, BOULDER, CO 80302",80302,2.0,2.0,1226.0,900000,2022,bouldercounty
"2581 BRIARWOOD DR  , BOULDER, CO 80305",80305,4.0,2.0,2713.0,1900000,2022,bouldercounty
"3015 EDISON CT  , PACIFICA, CA 94044",94044,3.0,2.0,1295.0,690000,2022,bouldercounty
"3281 CRIPPLE CREEK TRL A10, BOULDER, CO 80305",80305,2.0,1.0,832.0,635000,2022,bouldercounty
"1405 BROADWAY  402, NAPERVILLE, IL 60564",60564,1.0,1.0,429.0,365000,2022,bouldercounty
"877 TERRACE CIR  , BOULDER, CO 80304-4711",80304-4711,4.0,3.5,2837.0,1807000,2022,bouldercounty
"295 ONEIDA ST  , BOULDER, CO 80303",80303,4.0,1.5,2362.0,1350000,2022,bouldercounty
"1450 LODGE LN  , BOULDER, CO 80303-8103",80303-8103,5.0,3.5,3575.0,1564000,2022,bouldercounty
"3125 ENDICOTT DR  , BOULDER, CO 80305",80305,3.0,2.0,2113.0,1510000,2022,bouldercounty
"4475 LAGUNA PL 216, PLANO, TX 75093",75093,2.0,2.0,1368.0,610000,2022,bouldercounty
"20 SOUTH BOULDER CIR 2202, BOULDER, CO 80303",80303,1.0,1.0,637.0,343000,2022,bouldercounty
"4500 19TH ST 609, BOULDER, CO 80304-0624",80304-0624,,0.0,1344.0,90254,2022,bouldercounty
"1567 9TH ST  , BOULDER, CO 80303",80303,4.0,3.5,2387.0,1730000,2022,bouldercounty
"1854 DEL ROSA CT  , BOULDER, CO 80304",80304,3.0,2.0,1954.0,1705000,2022,bouldercounty
"3849 BIRCHWOOD DR  , BOULDER, CO 80304",80304,3.0,2.0,2450.0,1275000,2022,bouldercounty
"180 36TH ST  , BOULDER, CO 80305",80305,3.0,1.0,1053.0,1046500,2022,bouldercounty
"240 HOPI PL  , BOULDER, CO 80301",80301,3.0,2.5,2565.0,1825000,2022,bouldercounty
"3705 DARLEY AVE  , PALO ALTO, CA 94306",94306,3.0,2.0,1599.0,1550000,2022,bouldercounty
"2865 19TH ST  , BOULDER, CO 80304-2701",80304-2701,3.0,1.5,2508.0,1250000,2022,bouldercounty
"500 MOHAWK DR 201, BOULDER, CO 80303",80303,1.0,1.0,763.0,410000,2022,bouldercounty
"947 LARAMIE BLVD B, BOULDER, CO 80304-4738",80304-4738,1.0,1.0,690.0,416000,2022,bouldercounty
"2850 COLLEGE AVE 310, ST PETE BEACH, FL 33706-2802",33706-2802,1.0,1.0,776.0,520000,2022,bouldercounty
"904 10TH ST  , OJAI, CA 93023",93023,3.0,1.5,2164.0,1753500,2022,bouldercounty
"4405 COMANCHE DR  , BOULDER, CO 80303",80303,7.0,2.5,2740.0,1500000,2022,bouldercounty
"1902 GROVE ST  , TELLURIDE, CO 81435",81435,4.0,1.0,1332.0,1425000,2022,bouldercounty
"2900 SHADOW CREEK DR 108, BOULDER, CO 80303",80303,2.0,2.0,876.0,560000,2022,bouldercounty
"3565 28TH ST 206, BOULDER, CO 80304-0995",80304-0995,2.0,1.5,830.0,443000,2022,bouldercounty
"5000 BUTTE ST 186, BOULDER, CO 80301",80301,,0.0,832.0,65000,2022,bouldercounty
"5505 VALMONT RD 314, BOULDER, CO 80301-2930",80301-2930,,0.0,1344.0,119951,2022,bouldercounty
"3003 VALMONT RD 45, BOULDER, CO 80301-2143",80301-2143,,0.0,460.0,39000,2022,bouldercounty
"4500 19TH ST 518, BOULDER, CO 80304-0623",80304-0623,,0.0,,80000,2022,bouldercounty
"2611 LLOYD CIR  , BOULDER, CO 80304",80304,3.0,2.0,1223.0,1200000,2022,bouldercounty
"225 29TH ST  , BOULDER, CO 80305",80305,3.0,1.0,1876.0,1240000,2022,bouldercounty
"3210 EMERSON AVE  , BOULDER, CO 80305",80305,4.0,2.0,2120.0,1750000,2022,bouldercounty
"1850 22ND ST 2, BOULDER, CO 80302",80302,2.0,1.0,824.0,695000,2022,bouldercounty
"3293 MADISON AVE S105, CAMBRIDGE, MA 02140",02140,2.0,1.5,1102.0,450000,2022,bouldercounty
"4121 LONETREE CT A, BOULDER, CO 80301",80301,3.0,3.0,1721.0,860000,2022,bouldercounty
"5505 VALMONT RD 212, BOULDER, CO 80301",80301,,0.0,1344.0,119951,2022,bouldercounty
"1510 OAK AVE  , BOULDER, CO 80304",80304,3.0,2.0,1536.0,1300000,2022,bouldercounty
"3544 19TH ST  , BOULDER, CO 80304",80304,3.0,2.0,3217.0,1820000,2022,bouldercounty
"3242 5TH ST  , BOULDER, CO 80304",80304,4.0,2.5,2208.0,1578100,2022,bouldercounty
"4990 RICARA DR  , BOULDER, CO 80303-3814",80303-3814,5.0,2.5,2444.0,975000,2022,bouldercounty
"3205 EMERSON AVE  , BOULDER, CO 80320",80320,3.0,2.0,1564.0,1290000,2022,bouldercounty
"3161 MADISON AVE Q423, BOULDER, CO 80303",80303,1.0,1.0,570.0,300000,2022,bouldercounty
"2727 FOLSOM ST 317, SARTELL, MN 56377",56377,2.0,2.0,891.0,490000,2022,bouldercounty
"10 33RD ST  , BOULDER, CO 80305",80305,3.0,1.0,1280.0,820000,2022,bouldercounty
"4603 SCARSDALE PL  , BOULDER, CO 80301-6022",80301-6022,4.0,3.0,2655.0,1300000,2022,bouldercounty
"2227 CANYON BLVD 411A, BOULDER, CO 80302",80302,1.0,1.0,702.0,410000,2022,bouldercounty
"4087 NEVIS ST  , BOULDER, CO 80301",80301,6.0,4.5,5651.0,1900000,2022,bouldercounty
"850 36TH ST  , BOULDER, CO 80303",80303,3.0,2.0,1769.0,700000,2022,bouldercounty
"1421 KENDALL DR  , BOULDER, CO 80305",80305,3.0,2.0,1080.0,1010000,2022,bouldercounty
"4657 MACARTHUR LN , LONGMONT, CO 80501",80501,2.0,2.0,1248.0,695000,2022,bouldercounty
"3035 ONEAL PKWY 12T, BOULDER, CO 80301",80301,2.0,1.0,959.0,415000,2022,bouldercounty
"2800 KALMIA AVE A305, BOULDER, CO 80301",80301,2.0,1.5,888.0,450000,2022,bouldercounty
"4475 LAGUNA PL 309, KANSAS CITY, MO 64108",64108,2.0,3.0,2009.0,675000,2022,bouldercounty
"3825 NORTHBROOK DR 17, BOULDER, CO 80304",80304,3.0,2.0,1548.0,785000,2022,bouldercounty
"1348 PERIWINKLE DR  , BOULDER, CO 80304",80304,4.0,3.5,2381.0,1800000,2022,bouldercounty
"5140 SIOUX DR  , BOULDER, CO 80303",80303,3.0,1.5,2282.0,1465000,2022,bouldercounty
"1634 17TH ST 13, BOULDER, CO 80302",80302,2.0,1.5,894.0,620300,2022,bouldercounty
"5000 BUTTE DR 26, BOULDER, CO 80301",80301,,0.0,1344.0,179000,2022,bouldercounty
"2812 10TH ST  , DENVER, CO 80218",80218,3.0,1.5,1992.0,1515000,2022,bouldercounty
"4687 INGRAM CT  , BOULDER, CO 80302",80302,5.0,2.5,1770.0,875000,2022,bouldercounty
"4755 QUALLA DR  , BOULDER, CO 80303-3910",80303-3910,4.0,3.0,2070.0,1225000,2022,bouldercounty
"3334 SENTINEL DR  , BOULDER, CO 80301",80301,4.0,2.5,2250.0,1250000,2022,bouldercounty
"3865 TALISMAN PL B, BOULDER, CO 80301-2031",80301-2031,2.0,1.5,968.0,480000,2022,bouldercounty
"3375 CHISHOLM TRL A202, WALTHAM, MA 02453",02453,2.0,1.0,963.0,385000,2022,bouldercounty
"3025 BROADWAY   30, BOULDER, CO 80304-3162",80304-3162,1.0,1.0,462.0,365000,2022,bouldercounty
"3401 ARAPAHOE AVE 309, BOULDER, CO 80302",80302,1.0,1.0,1043.0,720000,2022,bouldercounty
"4500 19TH ST 171, BOULDER, CO 80304-0656",80304-0656,,0.0,1056.0,104000,2022,bouldercounty
"2865 LAGRANGE CIR  , BOULDER, CO 80305",80305,3.0,1.5,1566.0,1405000,2022,bouldercounty
"1080 FAIRWAY CT 1, BOULDER, CO 80393",80393,3.0,1.5,1402.0,683000,2022,bouldercounty
"2201 PEARL ST 325, BOULDER, CO 80302",80302,1.0,1.0,752.0,513000,2022,bouldercounty
"3280 47TH ST 206B, BOULDER, CO 80301",80301,2.0,2.0,1030.0,580300,2022,bouldercounty
"3003 VALMONT RD 239, BOULDER, CO 80301",80301,,0.0,924.0,51000,2022,bouldercounty
"1425 REDWOOD AVE  , BOULDER, CO 80304",80304,4.0,3.0,2615.0,1927800,2022,bouldercounty
"225 MANHATTAN DR  , BOULDER, CO 80303",80303,4.0,1.5,2357.0,1352000,2022,bouldercounty
"44 BENTHAVEN PL  , BOULDER, CO 80305-7137",80305-7137,2.0,1.5,1368.0,1050000,2022,bouldercounty
"805 29TH ST 102, REDONDO BEACH, CA 90278",90278,2.0,1.0,864.0,415000,2022,bouldercounty
"2727 FOLSOM ST 218, ARVADA, CO 80403-3100",80403-3100,2.0,2.0,883.0,475000,2022,bouldercounty
"370 ARAPAHOE AVE B, BOULDER, CO 80302",80302,3.0,2.0,1368.0,1950000,2022,bouldercounty
"3190 FOLSOM ST  , BOULDER, CO 80304",80304,3.0,2.5,2131.0,1733000,2022,bouldercounty
"1905 IRIS AVE  , BOULDER, CO 80304-2308",80304-2308,5.0,2.5,2754.0,1630000,2022,bouldercounty
"2955 STANFORD AVE  , BOULDER, CO 80304",80304,3.0,2.0,2598.0,1725000,2022,bouldercounty
"2810 REGIS DR  , LAS VEGAS, NV 89118-2507",89118-2507,4.0,2.5,2416.0,1440000,2022,bouldercounty
"2810 REGIS DR  , LAS VEGAS, NV 89118-2507",89118-2507,4.0,2.5,2416.0,1465000,2022,bouldercounty
"4817 BRANDON CREEK DR  , BOULDER, CO 80301",80301,3.0,1.5,1700.0,690000,2022,bouldercounty
"2727 FOLSOM ST 101, LAS VEGAS, NV 89135",89135,1.0,1.0,435.0,315000,2022,bouldercounty
"2630 JUNIPER AVE 37-1, ST PETERSBURG, FL 33701",33701,1.0,1.0,548.0,285000,2022,bouldercounty
"410 PEARL ST D, NEWPORT BEACH, CA 92660",92660,2.0,1.5,930.0,890000,2022,bouldercounty
"2800 KALMIA AVE C310, COLORADO SPRINGS, CO 80926",80926,2.0,1.5,880.0,398000,2022,bouldercounty
"500 MOHAWK DR 203, BOULDER, CO 80303",80303,2.0,1.5,1176.0,465000,2022,bouldercounty
"855 15TH ST  , TELLURIDE, CO 81435",81435,4.0,2.0,2297.0,1508500,2022,bouldercounty
"787 TERRACE CIR  , BOULDER, CO 80304",80304,5.0,3.5,4602.0,1800000,2022,bouldercounty
"1509 CASCADE AVE  , BOULDER, CO 80304",80304,4.0,2.5,2931.0,1650000,2022,bouldercounty
"325 20TH ST  , BOULDER, CO 80302",80302,4.0,1.5,2092.0,1365000,2022,bouldercounty
"1620 KALMIA AVE  , BOULDER, CO 80304",80304,5.0,2.0,2120.0,1300000,2022,bouldercounty
"1468 GREENBRIAR BLVD  , BOULDER, CO 80305",80305,2.0,2.0,1700.0,589500,2022,bouldercounty
"3874 BROADWAY   9, BOULDER, CO 80304",80304,2.0,1.5,1128.0,516000,2022,bouldercounty
"3313 MADISON AVE T110, PARKER, CO 80134-5234",80134-5234,1.0,1.0,608.0,115000,2022,bouldercounty
"3201 ARNETT ST  , BOULDER, CO 80304",80304,4.0,1.5,1569.0,1110000,2022,bouldercounty
"3126 BELL DR  , BOULDER, CO 80301",80301,3.0,2.0,1524.0,725000,2022,bouldercounty
"3515 28TH ST 206, HONOLULU, HI 96816",96816,2.0,1.5,830.0,425000,2022,bouldercounty
"3025 BROADWAY   30, BOULDER, CO 80304-3162",80304-3162,1.0,1.0,462.0,371900,2022,bouldercounty
"923 LARAMIE BLVD B, BOULDER, CO 80304",80304,2.0,2.0,1150.0,585000,2022,bouldercounty
"5903 WELLINGTON RD  , BOULDER, CO 80301",80301,6.0,3.5,3368.0,1570000,2022,bouldercounty
"2990 SHADOW CREEK DR 306, BOULDER, CO 80303",80303,2.0,2.0,1159.0,655000,2022,bouldercounty
"2800 KALMIA AVE C105, BOULDER, CO 80301",80301,2.0,1.5,880.0,390000,2022,bouldercounty
"910 SPRUCE ST  , BOULDER, CO 80302",80302,2.0,1.0,864.0,1250000,2022,bouldercounty
"1720 LINDEN AVE  , BOULDER, CO 80304",80304,3.0,1.5,1637.0,1325000,2022,bouldercounty
"4764 JACKSON CIR  , BOULDER, CO 80303",80303,4.0,3.0,3256.0,1600000,2022,bouldercounty
"2990 SHADOW CREEK DR 209, BOULDER, CO 80303",80303,1.0,1.0,754.0,375000,2022,bouldercounty
"959 MOORHEAD CIR C, BOULDER, CO 80305",80305,2.0,1.5,1044.0,600000,2022,bouldercounty
"5318 5TH ST D, BOULDER, CO 80304",80304,3.0,3.5,2029.0,1250000,2022,bouldercounty
"2830 COLLEGE AVE 308, BOULDER, CO 80303-1976",80303-1976,2.0,2.5,1280.0,720000,2022,bouldercounty
"2820 LAGRANGE CIR  , BOULDER, CO 80301",80301,3.0,1.5,1660.0,1000000,2022,bouldercounty
"1749 ALPINE AVE 10, BOULDER, CO 80304",80304,3.0,2.5,1512.0,750000,2022,bouldercounty
"1155 CANYON BLVD 201, BOULDER, CO 80302",80302,1.0,0.5,734.0,639000,2022,bouldercounty
"650 TERRACE AVE F, BOULDER, CO 80304",80304,2.0,2.0,1622.0,1385000,2022,bouldercounty
"4882 10TH ST  , BOULDER, CO 80304-4319",80304-4319,3.0,2.5,1545.0,1130000,2022,bouldercounty
"1010 EDINBORO DR  , BOULDER, CO 80305",80305,3.0,2.0,2592.0,1625000,2022,bouldercounty
"3130 23RD ST  , BOULDER, CO 80304-2735",80304-2735,4.0,1.5,1949.0,1340000,2022,bouldercounty
"2345 PANORAMA AVE  , SUPERIOR, CO 80027",80027,2.0,1.0,888.0,1310000,2022,bouldercounty
"3480 CRIPPLE CREEK SQ D18, BOULDER, CO 80305",80305,2.0,1.0,832.0,620000,2022,bouldercounty
"3715 BIRCHWOOD DR 10, EAST SETAUKET, NY 11733",11733,1.0,1.0,580.0,275000,2022,bouldercounty
"3825 NORTHBROOK DR 16, BOULDER, CO 80304",80304,2.0,1.0,960.0,555000,2022,bouldercounty
"4555 13TH ST 2E, ANN ARBOR, MI 48103-9014",48103-9014,2.0,1.5,926.0,775000,2022,bouldercounty
"4500 19TH ST 592, BOULDER, CO 80304",80304,,0.0,1216.0,86000,2022,bouldercounty
"4145 RIVERSIDE AVE  , BOULDER, CO 80304",80304,3.0,1.5,1068.0,807000,2022,bouldercounty
"3215 OURAY ST  , BOULDER, CO 80301-3709",80301-3709,4.0,3.5,3324.0,1731000,2022,bouldercounty
"2735 7TH ST  , BOULDER, CO 80304-3233",80304-3233,2.0,1.0,1304.0,1400000,2022,bouldercounty
"4695 GORDON DR  , BOULDER, CO 80305",80305,4.0,1.5,2285.0,1375000,2022,bouldercounty
"4464 COOLIDGE PL  , BOULDER, CO 80303",80303,3.0,2.5,2819.0,1400000,2022,bouldercounty
"445 LARAMIE BLVD  , BOULDER, CO 80304-4795",80304-4795,3.0,3.5,2266.0,1185000,2022,bouldercounty
"2938 KALMIA AVE 27, BOULDER, CO 80301-5902",80301-5902,2.0,1.5,1228.0,645000,2022,bouldercounty
"935 BROADWAY   107, SUPERIOR, CO 80027",80027,2.0,1.5,924.0,694000,2022,bouldercounty
"3520 CLOVERLEAF DR  , BOULDER, CO 80304-4748",80304-4748,4.0,1.5,2308.0,1915000,2022,bouldercounty
"1585 OAK AVE  , BOULDER, CO 80304",80304,4.0,2.5,3846.0,1818000,2022,bouldercounty
"4800 MOORHEAD CIR  , BOULDER, CO 80305",80305,4.0,3.0,1772.0,1250000,2022,bouldercounty
"975 YALE RD  , BOULDER, CO 80305-6458",80305-6458,3.0,2.0,1857.0,1405000,2022,bouldercounty
"4005 WONDERLAND HILL AVE  , BOULDER, CO 80305",80305,3.0,2.0,1696.0,789000,2022,bouldercounty
"3161 MADISON AVE N105, BOULDER, CO 80303",80303,2.0,1.0,1102.0,459000,2022,bouldercounty
"4870 TWIN LAKES RD 4, BOULDER, CO 80301",80301,2.0,2.0,961.0,415000,2022,bouldercounty
"3003 VALMONT RD 52, BOULDER, CO 80301",80301,,0.0,1152.0,65000,2022,bouldercounty
"3217 BROADWAY    , BOULDER, CO 80304",80304,2.0,0.5,864.0,885000,2022,bouldercounty
"3125 MOORHEAD AVE  , BLACK HAWK, CO 80422",80422,3.0,1.0,960.0,753000,2022,bouldercounty
"4555 BROOKFIELD DR  , BOULDER, CO 80305-6707",80305-6707,5.0,1.5,1790.0,1230000,2022,bouldercounty
"3250 ONEAL CIR 21H, BOULDER, CO 80301",80301,1.0,1.0,631.0,325000,2022,bouldercounty
"1944 ARAPAHOE AVE A, PUEBLO WEST, CO 81007",81007,2.0,1.5,1047.0,835000,2022,bouldercounty
"3655 ASPEN CT  , BOULDER, CO 80304",80304,2.0,1.5,2360.0,1155000,2022,bouldercounty
"2030 OAK AVE  , BOULDER, CO 80304",80304,3.0,2.5,1733.0,1050000,2022,bouldercounty
"4519 SUNNYSIDE PL  , BOULDER, CO 80301-1755",80301-1755,3.0,3.0,2366.0,1860000,2022,bouldercounty
"3649 PAONIA ST  , BOULDER, CO 80301",80301,4.0,2.5,2940.0,1880000,2022,bouldercounty
"245 40TH ST  , BOULDER, CO 80305",80305,4.0,2.0,2113.0,905000,2022,bouldercounty
"1059 TANTRA PARK CIR  , BOULDER, CO 80305",80305,4.0,2.5,1756.0,1070000,2022,bouldercounty
"1255 ALBION WAY , BOULDER, CO 80305-6635",80305-6635,4.0,2.0,2586.0,1665000,2022,bouldercounty
"2855 CARNEGIE DR  , BOULDER, CO 80305",80305,3.0,1.5,2180.0,1195000,2022,bouldercounty
"1603 ARAPAHOE AVE , BOULDER, CO 80302",80302,7.0,3.0,2940.0,1775000,2022,bouldercounty
"2230 20TH ST  , BOULDER, CO 80302",80302,3.0,2.5,2814.0,1985000,2022,bouldercounty
"860 RACQUET LN  , BOULDER, CO 80303",80303,3.0,2.0,2103.0,995000,2022,bouldercounty
"3800 COLORADO AVE F, LONGMONT, CO 80503",80503,2.0,1.5,1152.0,752000,2022,bouldercounty
"4019 WONDERLAND HILL AVE  , BOULDER, CO 80304",80304,3.0,2.0,1936.0,1285000,2022,bouldercounty
"665 MANHATTAN DR 103, ROCKVILLE CENTRE, NY 11570",11570,2.0,1.5,880.0,420000,2022,bouldercounty
"550 MOHAWK DR 54, BOULDER, CO 80303",80303,2.0,1.5,1109.0,580000,2022,bouldercounty
"1033 LARAMIE BLVD A, BOULDER, CO 80301",80301,1.0,1.0,650.0,420000,2022,bouldercounty
"4500 BASELINE RD 4103, ERIE, CO 80516",80516,2.0,2.0,1003.0,549900,2022,bouldercounty
"2810 COLLEGE AVE 302, LOUISVILLE, CO 80027",80027,2.0,2.5,1280.0,720000,2022,bouldercounty
"4500 19TH ST 610, BOULDER, CO 80304",80304,,0.0,924.0,60652,2022,bouldercounty
"4096 ST LUCIA ST  , BOULDER, CO 80301",80301,5.0,3.5,2978.0,1505000,2022,bouldercounty
"2535 KENWOOD DR  , DENVER, CO 80211",80211,4.0,2.5,2724.0,1200000,2022,bouldercounty
"1015 ROXWOOD LN B, BOULDER, CO 80303",80303,2.0,1.5,1170.0,587000,2022,bouldercounty
"1025 ROXWOOD LN C, BOULDER, CO 80303-2856",80303-2856,2.0,1.5,1170.0,617000,2022,bouldercounty
"3460 COLORADO AVE 7B, BOULDER, CO 80303-1941",80303-1941,2.0,1.5,1008.0,544900,2022,bouldercounty
"3025 BROADWAY   26, BOULDER, CO 80304",80304,2.0,2.0,923.0,550000,2022,bouldercounty
"3755 SILVERTON ST  , BOULDER, CO 80301",80301,3.0,2.5,2480.0,1500000,2022,bouldercounty
"508 HAPGOOD ST  , BOULDER, CO 80302",80302,3.0,2.5,1808.0,1550000,2022,bouldercounty
"308 27TH ST  , BOULDER, CO 80305",80305,4.0,2.0,792.0,775000,2022,bouldercounty
"1310 CLAREMONT DR  , BOULDER, CO 80305-6605",80305-6605,3.0,1.5,2072.0,1250000,2022,bouldercounty
"3720 IRIS AVE A, BOULDER, CO 80301",80301,3.0,2.0,1176.0,560000,2022,bouldercounty
"3000 COLORADO AVE 120E, BOULDER, CO 80303",80303,3.0,1.5,1178.0,626000,2022,bouldercounty
"550 MOHAWK DR 61, BOULDER, CO 80303-3796",80303-3796,2.0,1.5,1109.0,575000,2022,bouldercounty
"1405 BROADWAY  103, MIDLAND, TX 79707-1805",79707-1805,1.0,1.0,446.0,369000,2022,bouldercounty
"3601 ARAPAHOE AVE 211, SAN RAFAEL, CA 94903",94903,1.0,1.0,830.0,580000,2022,bouldercounty
