address,addressZipcode,beds,baths,area,price,year,source
"985 LARAMIE BLVD A, BOULDER, CO 80304",80304,1.0,1.0,690.0,360000,2020,bouldercounty
"855 13TH ST  , DENVER, CO 80216",80216,3.0,2.0,2033.0,1565000,2020,bouldercounty
"3065 30TH ST 3B, BOULDER, CO 80301",80301,2.0,1.5,886.0,355000,2020,bouldercounty
"2641 THORNBIRD PL  , BOULDER, CO 80304",80304,3.0,2.5,1958.0,925000,2020,bouldercounty
"5000 BUTTE ST 40, BOULDER, CO 80301",80301,,0.0,1120.0,65000,2020,bouldercounty
"3701 ARAPAHOE AVE 209, BOULDER, CO 80303",80303,1.0,1.0,949.0,505000,2020,bouldercounty
"4800 QUALLA DR  , BOULDER, CO 80303",80303,4.0,3.0,2349.0,725000,2020,bouldercounty
"1730 ITHACA DR  , BOULDER, CO 80305",80305,4.0,2.0,2324.0,1106000,2020,bouldercounty
"2702 6TH ST  , BOULDER, CO 80304",80304,2.0,2.0,1796.0,965000,2020,bouldercounty
"3025 BROADWAY   27, BOULDER, CO 80304",80304,1.0,1.0,462.0,320000,2020,bouldercounty
"2507 BROADWAY  7, BOULDER, CO 80304-4110",80304-4110,1.0,1.0,881.0,470000,2020,bouldercounty
"2954 KALMIA AVE 37, BOULDER, CO 80301",80301,3.0,2.0,1734.0,550000,2020,bouldercounty
"107 MINEOLA CT  , BOULDER, CO 80303",80303,4.0,3.5,2246.0,789900,2020,bouldercounty
"3025 BROADWAY   7, HOPKINTON, MA 01748",01748,1.0,1.0,462.0,300000,2020,bouldercounty
"1842 CANYON BLVD 211, BOULDER, CO 80302",80302,1.0,1.0,645.0,358300,2020,bouldercounty
"2201 PEARL ST 114, ERIE, CO 80516",80516,1.0,1.0,611.0,415000,2020,bouldercounty
"1885 DEL ROSA CT  , BOULDER, CO 80304",80304,3.0,1.5,1958.0,760000,2020,bouldercounty
"4653 14TH ST  , BOULDER, CO 80304",80304,2.0,2.5,1505.0,795000,2020,bouldercounty
"2201 PEARL ST 225, BOULDER, CO 80304",80304,1.0,1.0,667.0,390000,2020,bouldercounty
"1909 9TH ST A, BOULDER, CO 80302",80302,2.0,1.5,1013.0,980000,2020,bouldercounty
"4300 HAMPTON CIR , BOULDER, CO 80301",80301,6.0,3.0,3686.0,1305000,2020,bouldercounty
"4575 MAPLE CT  , BOULDER, CO 80301",80301,4.0,3.5,3545.0,764857,2020,bouldercounty
"6695 DREW RANCH LN  , BOULDER, CO 80301",80301,4.0,2.5,2030.0,618000,2020,bouldercounty
"847 RACQUET LN  , BOULDER, CO 80303",80303,4.0,3.0,3428.0,927000,2020,bouldercounty
"954 GAPTER RD , BOULDER, CO 80303",80303,3.0,2.0,2597.0,1200000,2020,bouldercounty
"1125 GEORGETOWN RD  , BOULDER, CO 80305",80305,3.0,1.5,966.0,703800,2020,bouldercounty
"4365 LUDLOW ST  , BOULDER, CO 80305",80305,3.0,2.0,1612.0,985000,2020,bouldercounty
"2449 6TH ST  , BOULDER, CO 80304",80304,2.0,2.0,1558.0,1400000,2020,bouldercounty
"2444 9TH ST 8, NIWOT, CO 80503",80503,2.0,1.5,1280.0,800000,2020,bouldercounty
"4858 10TH ST  , BOULDER, CO 80304",80304,5.0,3.5,2970.0,985000,2020,bouldercounty
"2727 FOLSOM ST 306, BOULDER, CO 80304",80304,1.0,1.0,570.0,295000,2020,bouldercounty
"2707 VALMONT RD 204C, SARASOTA, FL 34238",34238,1.0,1.0,576.0,237000,2020,bouldercounty
"5818 ORCHARD CREEK LN  , BOULDER, CO 80301",80301,4.0,3.5,3196.0,749900,2020,bouldercounty
"4730 LEE CIR  , BOULDER, CO 80303",80303,5.0,4.5,3627.0,816000,2020,bouldercounty
"4125 GILPIN DR  , SUPERIOR, CO 80027",80027,4.0,2.5,2000.0,730000,2020,bouldercounty
"247 MANHATTAN DR  , BOULDER, CO 80303",80303,3.0,1.5,1860.0,787500,2020,bouldercounty
"4500 BASELINE RD 2202, BOULDER, CO 80303-8217",80303-8217,2.0,2.0,1040.0,475000,2020,bouldercounty
"2126 PEARL ST B, BOULDER, CO 80302",80302,3.0,3.0,1486.0,1515000,2020,bouldercounty
"780 GRANT PL  , BOULDER, CO 80302-7413",80302-7413,3.0,3.5,3107.0,1750000,2020,bouldercounty
"1730 BLUFF ST  , BOULDER, CO 80304",80304,3.0,1.5,2680.0,60000,2020,bouldercounty
"1850 YAUPON AVE C-1, BOULDER, CO 80304",80304,3.0,2.5,1600.0,695000,2020,bouldercounty
"3617 PAONIA ST  , BOULDER, CO 80301",80301,6.0,4.0,4388.0,1825000,2020,bouldercounty
"2630 JUNIPER AVE 37-2, BOULDER, CO 80304",80304,2.0,1.0,748.0,405000,2020,bouldercounty
"2738 NORTHBROOK PL  , FREDERICK, CO 80504",80504,2.0,1.5,1740.0,10,2020,bouldercounty
"3065 30TH ST 4B, BOULDER, CO 80302",80302,2.0,1.5,886.0,327000,2020,bouldercounty
"3601 ARAPAHOE AVE 410, BOULDER, CO 80302",80302,2.0,2.0,1338.0,879000,2020,bouldercounty
"2830 COLLEGE AVE 105, THOUSAND OAKS, CA 91320",91320,3.0,2.0,1360.0,640000,2020,bouldercounty
"709 IRIS AVE  , BOULDER, CO 80304",80304,3.0,1.5,1462.0,1075500,2020,bouldercounty
"3025 BROADWAY   24, BOULDER, CO 80304",80304,1.0,1.0,478.0,309900,2020,bouldercounty
"424 MORRISON ALLEY    , BOULDER, CO 80302",80302,3.0,3.0,1950.0,286300,2020,bouldercounty
"2635 MAPLETON AVE 159, BOULDER, CO 80304-3833",80304-3833,,0.0,564.0,48000,2020,bouldercounty
"4178 LONGVIEW LN  , BOULDER, CO 80301",80301,3.0,3.0,1944.0,713000,2020,bouldercounty
"2770 NORTHBROOK PL  , BOULDER, CO 80304",80304,3.0,2.0,1869.0,550000,2020,bouldercounty
"5243 QUAIL HOLLOW CT  , BOULDER, CO 80301",80301,6.0,3.0,4148.0,1040000,2020,bouldercounty
"3401 ARAPAHOE AVE 302, WESTMINSTER, CO 80021",80021,,1.0,721.0,486700,2020,bouldercounty
"805 29TH ST 404, FT COLLINS, CO 80526",80526,1.0,1.0,661.0,275000,2020,bouldercounty
"665 MANHATTAN DR 4, BOULDER, CO 80303",80303,2.0,1.5,880.0,346000,2020,bouldercounty
"31 BENTHAVEN PL  , BOULDER, CO 80305",80305,2.0,1.5,1303.0,625000,2020,bouldercounty
"2802 11TH ST  , BOULDER, CO 80302",80302,2.0,1.0,812.0,850000,2020,bouldercounty
"1145 JAY ST , BOULDER, CO 80302",80302,3.0,2.0,2579.0,1800000,2020,bouldercounty
"625 PEARL ST 1, BOULDER, CO 80302",80302,2.0,0.5,748.0,425000,2020,bouldercounty
"1441 NORWOOD AVE  , BOULDER, CO 80304",80304,3.0,1.5,1928.0,925000,2020,bouldercounty
"1318 YELLOW PINE AVE A, BOULDER, CO 80304",80304,3.0,2.0,1551.0,655600,2020,bouldercounty
"3629 ROUNDTREE CT  , BOULDER, CO 80304",80304,3.0,2.5,1568.0,775000,2020,bouldercounty
"3234 NOBLE CT  , BOULDER, CO 80301",80301,4.0,2.5,2356.0,755000,2020,bouldercounty
"1581 JUDSON DR  , BOULDER, CO 80305",80305,3.0,2.0,2224.0,995000,2020,bouldercounty
"2860 TABLE MESA DR  , BOULDER, CO 80304",80304,6.0,2.0,2214.0,786000,2020,bouldercounty
"1860 WALNUT ST 2, MEAD, CO 80542",80542,1.0,1.0,378.0,330000,2020,bouldercounty
"2201 PEARL ST 115, BOULDER, CO 80302",80302,1.0,1.0,667.0,430000,2020,bouldercounty
"2020 BALSAM DR  , BOULDER, CO 80304",80304,4.0,2.0,1592.0,1300000,2020,bouldercounty
"1735 MAPLETON AVE  , BOULDER, CO 80304",80304,5.0,3.0,3364.0,2060000,2020,bouldercounty
"2355 23RD ST  , LOS ALAMITOS, CA 90720",90720,4.0,3.0,2975.0,1310000,2020,bouldercounty
"2985 13TH ST  , BOULDER, CO 80304",80304,4.0,2.5,3051.0,1575000,2020,bouldercounty
"2025 OAK AVE  , BOULDER, CO 80304",80304,5.0,3.5,3756.0,1360000,2020,bouldercounty
"2445 JUNCTION PL 203, BOULDER, CO 80301",80301,1.0,0.5,778.0,435000,2020,bouldercounty
"2800 SUNDOWN LN 205, BASALT, CO 81621",81621,1.0,1.0,803.0,359000,2020,bouldercounty
"994 55TH ST , BOULDER, CO 80303",80303,3.0,1.5,1416.0,965000,2020,bouldercounty
"5472 PUEBLO PL  , EAST LANSING, MI 48823",48823,3.0,2.0,2141.0,865000,2020,bouldercounty
"625 MANHATTAN PL 102, BOULDER, CO 80303",80303,2.0,1.5,805.0,300000,2020,bouldercounty
"4234 GREENBRIAR BLVD  , SUPERIOR, CO 80027",80027,2.0,1.5,1206.0,610000,2020,bouldercounty
"3242 4TH ST  , BOULDER, CO 80301",80301,3.0,1.0,1968.0,1206300,2020,bouldercounty
"3142 11TH ST  , BOULDER, CO 80304",80304,3.0,2.0,1963.0,1215000,2020,bouldercounty
"289 PEARL ST  , BOULDER, CO 80302",80302,4.0,3.0,3292.0,1700000,2020,bouldercounty
"4033 ST LUCIA ST  , BOULDER, CO 80301",80301,5.0,3.5,3561.0,1250000,2020,bouldercounty
"820 36TH ST  , LONGMONT, CO 80503",80503,3.0,1.0,1323.0,495000,2020,bouldercounty
"820 36TH ST  , LONGMONT, CO 80503",80503,3.0,1.0,1323.0,500200,2020,bouldercounty
"1175 HANCOCK DR  , BOULDER, CO 80303",80303,3.0,2.0,2517.0,905000,2020,bouldercounty
"5440 WHITE PL  , BOULDER, CO 80303",80303,1.0,1.5,1508.0,802500,2020,bouldercounty
"949 MEADOW GLEN DR  , BOULDER, CO 80303",80303,3.0,2.5,3024.0,950000,2020,bouldercounty
"4950 SIOUX DR  , LITTLETON, CO 80127",80127,3.0,2.0,2274.0,600000,2020,bouldercounty
"4950 SIOUX DR  , LITTLETON, CO 80127",80127,3.0,2.0,2274.0,602800,2020,bouldercounty
"10 PAWNEE DR  , BOULDER, CO 80303",80303,5.0,3.5,4424.0,972000,2020,bouldercounty
"1450 OAKLEAF CIR  , BOULDER, CO 80304",80304,4.0,3.5,2780.0,1260000,2020,bouldercounty
"1390 YELLOW PINE AVE  , BOULDER, CO 80304",80304,2.0,2.5,1484.0,768000,2020,bouldercounty
"4267 AMBER ST  , BOULDER, CO 80304",80304,4.0,3.0,2695.0,875000,2020,bouldercounty
"3371 HICKOK PL  , BOULDER, CO 80301",80301,3.0,1.5,1305.0,415000,2020,bouldercounty
"1121 MONROE DR A, BOULDER, CO 80303",80303,3.0,1.5,1044.0,436500,2020,bouldercounty
"3535 SILVER PLUME CT  , BOULDER, CO 80305",80305,3.0,1.5,1430.0,965000,2020,bouldercounty
"1390 HARTFORD DR  , BOULDER, CO 80305",80305,4.0,3.0,3403.0,1437500,2020,bouldercounty
"2565 YARROW CT  , BOULDER, CO 80305",80305,3.0,1.0,1026.0,757500,2020,bouldercounty
"2996 24TH ST  , BOULDER, CO 80304",80304,4.0,1.5,2052.0,795000,2020,bouldercounty
"4680 MACARTHUR LN , BOULDER, CO 80303",80303,3.0,2.0,2150.0,665000,2020,bouldercounty
"816 SYCAMORE AVE  , BOULDER, CO 80303-2858",80303-2858,3.0,2.5,2285.0,1110000,2020,bouldercounty
"130 31ST ST , BOULDER, CO 80305",80305,3.0,1.0,1026.0,545000,2020,bouldercounty
"130 31ST ST , BOULDER, CO 80305",80305,3.0,1.0,1026.0,68100,2020,bouldercounty
"766 16TH ST  , BOULDER, CO 80302",80302,4.0,3.5,3402.0,1725000,2020,bouldercounty
"850 CIRCLE DR  , BOULDER, CO 80302",80302,3.0,1.5,2432.0,1713000,2020,bouldercounty
"2802 SUNDOWN LN 110, CHARLOTTE, NC 28255",28255,1.0,1.0,856.0,345000,2020,bouldercounty
"5262 GALLATIN PL  , BOULDER, CO 80303-1248",80303-1248,4.0,3.0,3734.0,1150000,2020,bouldercounty
"480 LIPAN WAY  , BOULDER, CO 80303",80303,3.0,2.5,2891.0,1319600,2020,bouldercounty
"1170 LEHIGH ST  , BOULDER, CO 80303",80303,3.0,1.5,1810.0,892500,2020,bouldercounty
"401 ARAPAHOE AVE  , BOULDER, CO 80302",80302,2.0,2.0,1680.0,765000,2020,bouldercounty
"351 ARAPAHOE LN  , BOULDER, CO 80302-5858",80302-5858,4.0,3.5,3628.0,1749000,2020,bouldercounty
"1385 LINDEN AVE  , BOULDER, CO 80304",80304,3.0,1.5,1426.0,685000,2020,bouldercounty
"1880 TANSY PL  , GREENWOOD VILLAGE, CO 80111",80111,5.0,3.5,3842.0,890000,2020,bouldercounty
"3395 TALISMAN CT C, BOULDER, CO 80301",80301,2.0,1.5,968.0,346000,2020,bouldercounty
"3030 ONEAL PKWY 34M, BOULDER, CO 80301",80301,2.0,1.5,1074.0,305000,2020,bouldercounty
"2802 CORDRY CT  , BOULDER, CO 80303",80303,5.0,2.0,2568.0,715000,2020,bouldercounty
"3460 COLORADO AVE 13B, BASALT, CO 81621",81621,2.0,1.5,1008.0,389000,2020,bouldercounty
"1467 PATTON DR  , BOULDER, CO 80303",80303,4.0,2.5,3839.0,936000,2020,bouldercounty
"1523 LODGE LN  , BOULDER, CO 80303",80303,4.0,3.0,2068.0,985000,2020,bouldercounty
"4815 MOORHEAD CIR  , VIRGINIA BEACH, VA 23451",23451,2.0,1.0,892.0,410000,2020,bouldercounty
"5211 DENVER ST  , BOULDER, CO 80304",80304,4.0,3.5,3148.0,1150000,2020,bouldercounty
"1360 WALNUT ST 209, BOULDER, CO 80302",80302,1.0,1.0,666.0,558000,2020,bouldercounty
"946 SPRUCE ST  , BOULDER, CO 80304",80304,5.0,2.0,2390.0,1230000,2020,bouldercounty
"3030 18TH ST  , BOULDER, CO 80304-2620",80304-2620,4.0,2.5,2218.0,1280000,2020,bouldercounty
"1340 ALPINE AVE  , BOULDER, CO 80303",80303,3.0,1.0,1341.0,681000,2020,bouldercounty
"4500 19TH ST 564, BOULDER, CO 80304",80304,,0.0,1136.0,55000,2020,bouldercounty
"1310 ROSEWOOD AVE 5A, BOULDER, CO 80304-1173",80304-1173,1.0,1.0,844.0,419000,2020,bouldercounty
"4017 NEVIS ST  , BOULDER, CO 80301",80301,3.0,2.5,3703.0,1275000,2020,bouldercounty
"5228 DESERT PINE CT  , BOULDER, CO 80301",80301,6.0,3.5,4617.0,975000,2020,bouldercounty
"860 MORGAN DR  , BOULDER, CO 80303",80303,3.0,2.0,2057.0,597000,2020,bouldercounty
"780 MORGAN DR  , BOULDER, CO 80303",80303,4.0,2.0,1914.0,630000,2020,bouldercounty
"1546 GREENBRIAR BLVD  , BOULDER, CO 80305",80305,2.0,1.5,1834.0,385800,2020,bouldercounty
"422 ARAPAHOE AVE A, BOULDER, CO 80307",80307,3.0,2.0,1073.0,1050000,2020,bouldercounty
"1808 MARY LN  , BOULDER, CO 80304",80304,5.0,3.0,3658.0,985000,2020,bouldercounty
"1659 YELLOW PINE AVE  , BOULDER, CO 80304",80304,2.0,2.0,1896.0,720000,2020,bouldercounty
"3735 BIRCHWOOD DR 32, BOULDER, CO 80304",80304,2.0,1.5,1114.0,395000,2020,bouldercounty
"880 WAITE DR  , BOULDER, CO 80303-2730",80303-2730,4.0,2.0,2321.0,909200,2020,bouldercounty
"760 ALPINE AVE  , BOULDER, CO 80308",80308,4.0,1.5,1660.0,1127500,2020,bouldercounty
"614 ALPINE AVE 2, BOULDER, CO 80304",80304,3.0,2.0,1946.0,985000,2020,bouldercounty
"623 DAKOTA BLVD  , BOULDER, CO 80306",80306,3.0,3.5,2448.0,910000,2020,bouldercounty
"3898 BIRCHWOOD DR  , BOULDER, CO 80304",80304,5.0,2.5,3430.0,1075000,2020,bouldercounty
"3565 28TH ST 305, BOULDER, CO 80308",80308,2.0,1.5,830.0,333500,2020,bouldercounty
"1540 LEHIGH ST  , BOULDER, CO 80305",80305,4.0,2.5,2574.0,840000,2020,bouldercounty
"425 44TH ST  , BOULDER, CO 80305",80305,3.0,1.5,2300.0,755000,2020,bouldercounty
"1100 QUINCE AVE  , BOULDER, CO 80304",80304,3.0,1.5,1600.0,1200000,2020,bouldercounty
"2016 18TH ST 5, BOULDER, CO 80302",80302,2.0,1.5,1113.0,899000,2020,bouldercounty
"740 9TH ST  , BOULDER, CO 80302",80302,3.0,1.0,1020.0,1220000,2020,bouldercounty
"1503 COLUMBINE AVE  , BOULDER, CO 80302",80302,3.0,1.0,2084.0,978400,2020,bouldercounty
"4500 19TH ST 225, BOULDER, CO 80304",80304,,0.0,960.0,84000,2020,bouldercounty
"4500 19TH ST 141, GOLDEN, CO 80401",80401,,0.0,896.0,55000,2020,bouldercounty
"2663 SHERWOOD CIR  , BOULDER, CO 80304",80304,2.0,1.0,1230.0,385000,2020,bouldercounty
"5110 ILLINI WAY  , BOULDER, CO 80303",80303,4.0,2.0,1838.0,715000,2020,bouldercounty
"3305 STANFORD AVE  , BOULDER, CO 80308",80308,6.0,3.0,2804.0,1135500,2020,bouldercounty
"3003 VALMONT RD 71, BOULDER, CO 80301-2142",80301-2142,,0.0,854.0,28000,2020,bouldercounty
"4250 GRINNELL AVE  , BOULDER, CO 80305",80305,3.0,3.0,2616.0,1130000,2020,bouldercounty
"2201 PEARL ST 307, BOULDER, CO 80302",80302,1.0,1.0,752.0,465000,2020,bouldercounty
"2222 24TH ST  , BOULDER, CO 80302",80302,2.0,1.5,1360.0,760000,2020,bouldercounty
"3030 ONEAL PKWY 15M, BOULDER, CO 80301",80301,1.0,1.0,759.0,222500,2020,bouldercounty
"3077 29TH ST 104, BOULDER, CO 80301",80301,2.0,1.5,1022.0,416000,2020,bouldercounty
"3401 ARAPAHOE AVE 112, BOULDER, CO 80303",80303,,1.0,698.0,441500,2020,bouldercounty
"3860 COLORADO AVE D, BOULDER, CO 80303",80303,2.0,1.5,1392.0,580000,2020,bouldercounty
"1460 CHAMBERS DR  , BOULDER, CO 80305",80305,4.0,2.5,2408.0,795000,2020,bouldercounty
"622 TANTRA DR E, BOULDER, CO 80305",80305,2.0,1.0,816.0,415000,2020,bouldercounty
"1546 GREENBRIAR BLVD  , BOULDER, CO 80305",80305,2.0,1.5,1834.0,429000,2020,bouldercounty
"1546 GREENBRIAR BLVD  , BOULDER, CO 80305",80305,2.0,1.5,1834.0,445000,2020,bouldercounty
"1546 BRADLEY DR A, BOULDER, CO 80305",80305,2.0,1.5,1366.0,465000,2020,bouldercounty
"25 32ND ST  , BOULDER, CO 80305",80305,4.0,1.5,1227.0,695000,2020,bouldercounty
"5050 PIERRE ST D, BOULDER, CO 80304",80304,4.0,4.0,2872.0,1055000,2020,bouldercounty
"1500 NORWOOD AVE  , BOULDER, CO 80304",80304,4.0,1.5,3557.0,1550000,2020,bouldercounty
"4551 13TH ST 3F, BOULDER, CO 80304",80304,2.0,1.5,1122.0,670000,2020,bouldercounty
"3003 VALMONT RD 258, BOULDER, CO 80301-2151",80301-2151,,0.0,896.0,56500,2020,bouldercounty
"855 ORMAN DR  , ERIE, CO 80516",80516,3.0,1.5,1974.0,630000,2020,bouldercounty
"5440 BASELINE RD  , BOULDER, CO 80303",80303,3.0,3.5,2618.0,1050000,2020,bouldercounty
"1850 FOLSOM ST 911, BOULDER, CO 80302",80302,2.0,1.0,1357.0,590000,2020,bouldercounty
"1465 REDWOOD AVE  , BOULDER, CO 80304",80304,5.0,3.0,2796.0,1260000,2020,bouldercounty
"5440 GLENDALE GULCH CIR  , BOULDER, CO 80301",80301,4.0,3.0,2165.0,701000,2020,bouldercounty
"5415 ILLINI WAY  , BOULDER, CO 80303",80303,4.0,2.5,2430.0,650500,2020,bouldercounty
"2145 KOHLER DR  , BOULDER, CO 80305",80305,4.0,2.0,2416.0,1375000,2020,bouldercounty
"1020 POPLAR AVE  , BOULDER, CO 80302",80302,3.0,1.5,1606.0,750000,2020,bouldercounty
"1850 FOLSOM ST 711, BOULDER, CO 80302",80302,2.0,1.5,1357.0,453000,2020,bouldercounty
"3427 IRIS CT  , BOULDER, CO 80304",80304,4.0,2.0,2708.0,1000000,2020,bouldercounty
"3280 47TH ST 111B, BOULDER, CO 80301",80301,2.0,1.0,1030.0,410000,2020,bouldercounty
"4687 GORDON DR  , BOULDER, CO 80305",80305,3.0,1.5,1546.0,744000,2020,bouldercounty
"901 TERRACE CIR  , BOULDER, CO 80304",80304,4.0,3.5,3664.0,1250000,2020,bouldercounty
"1850 FOLSOM ST 711, BOULDER, CO 80302",80302,2.0,1.5,1357.0,456500,2020,bouldercounty
"1529 SPRUCE ST 1, LOS ANGELES, CA 90066-2010",90066-2010,1.0,1.0,801.0,540000,2020,bouldercounty
"3565 28TH ST 101, BOULDER, CO 80301",80301,2.0,1.5,830.0,307000,2020,bouldercounty
"2055 KOHLER DR  , BOULDER, CO 80305",80305,4.0,2.5,1996.0,1285000,2020,bouldercounty
"770 LINDEN AVE  , BOULDER, CO 80304",80304,3.0,1.5,2152.0,1210000,2020,bouldercounty
"2042 WALNUT ST A, BALITMORE, MD 21211",21211,2.0,2.0,1256.0,1200000,2020,bouldercounty
"1345 ALPINE AVE  , BOULDER, CO 80304-3503",80304-3503,3.0,2.0,1366.0,680000,2020,bouldercounty
"2806 CORDRY CT  , GOLDEN, CO 80402",80402,3.0,1.0,1488.0,725000,2020,bouldercounty
"1545 48TH ST  , BOULDER, CO 80303",80303,2.0,1.5,1488.0,525000,2020,bouldercounty
"4264 EVANS DR  , BOULDER, CO 80303",80303,4.0,2.0,2174.0,793200,2020,bouldercounty
"4790 MOORHEAD CIR  , BOULDER, CO 80305",80305,4.0,2.0,1820.0,780000,2020,bouldercounty
"2120 15TH ST 9, BOULDER, CO 80302",80302,2.0,1.0,630.0,745000,2020,bouldercounty
"1089 FAIRWAY CT  , BOULDER, CO 80303-2931",80303-2931,4.0,1.5,2268.0,810000,2020,bouldercounty
"4188 GREENBRIAR BLVD  , BOULDER, CO 80305",80305,2.0,1.5,1152.0,539000,2020,bouldercounty
"550 HARTFORD DR  , BOULDER, CO 80305",80305,4.0,2.0,2193.0,1070000,2020,bouldercounty
"80 38TH ST  , BOULDER, CO 80305",80305,3.0,1.5,1426.0,720000,2020,bouldercounty
"4840 TWIN LAKES RD 4, BOULDER, CO 80301",80301,2.0,2.0,961.0,362000,2020,bouldercounty
"6659 BEAN MOUNTAIN LN  , BOULDER, CO 80301",80301,3.0,2.5,1609.0,623000,2020,bouldercounty
"3701 ARAPAHOE AVE 109, BOULDER, CO 80303",80303,1.0,1.0,1206.0,671000,2020,bouldercounty
"3401 ARAPAHOE AVE 406, BOULDER, CO 80303",80303,1.0,1.5,1031.0,645000,2020,bouldercounty
"3765 SMUGGLER PL  , BOULDER, CO 80304",80304,3.0,1.5,1320.0,685000,2020,bouldercounty
"2695 VASSAR DR  , BOULDER, CO 80305",80305,5.0,2.0,2584.0,825000,2020,bouldercounty
"405 45TH ST  , BOULDER, CO 80305",80305,5.0,2.0,2438.0,820000,2020,bouldercounty
"2003 ARAPAHOE AVE  , BOULDER, CO 80302",80302,2.0,0.5,657.0,579000,2020,bouldercounty
"730 9TH ST  , BOULDER, CO 80302",80302,3.0,1.5,1612.0,897000,2020,bouldercounty
"4742 18TH ST  , BOULDER, CO 80304",80304,1.0,1.0,888.0,519000,2020,bouldercounty
"3473 28TH ST 14, BOULDER, CO 80301",80301,2.0,2.0,980.0,380000,2020,bouldercounty
"3301 ARAPAHOE AVE 401, BOULDER, CO 80303",80303,2.0,1.5,1055.0,686000,2020,bouldercounty
"2895 DARTMOUTH AVE  , NEDERLAND, CO 80466-9612",80466-9612,2.0,1.5,1558.0,688500,2020,bouldercounty
"2895 DARTMOUTH AVE  , NEDERLAND, CO 80466-9612",80466-9612,2.0,1.5,1558.0,684900,2020,bouldercounty
"1415 ELDER AVE  , BOULDER, CO 80304",80304,3.0,1.5,2758.0,1029000,2020,bouldercounty
"5000 BUTTE ST 174, BOULDER, CO 80301",80301,,0.0,1056.0,110000,2020,bouldercounty
"4155 COOPER CT  , BOULDER, CO 80303",80303,4.0,1.5,1732.0,712500,2020,bouldercounty
"4695 OSAGE DR  , BOULDER, CO 80303",80303,3.0,2.0,3115.0,990000,2020,bouldercounty
"1460 LEHIGH ST  , BOULDER, CO 80305",80305,3.0,1.5,1848.0,800000,2020,bouldercounty
"1755 DEER VALLEY RD  , NAPERVILLE, IL 60564",60564,5.0,4.0,4388.0,1987300,2020,bouldercounty
"25 38TH ST  , BOULDER, CO 80305",80305,5.0,2.5,2511.0,703000,2020,bouldercounty
"3235 10TH ST  , BOULDER, CO 80304",80304,1.0,1.0,828.0,999000,2020,bouldercounty
"3025 BROADWAY   31, BOULDER, CO 80304",80304,2.0,2.0,852.0,440000,2020,bouldercounty
"4979 PIERRE ST  , BOULDER, CO 80304",80304,5.0,4.0,4016.0,1680300,2020,bouldercounty
"2895 STANFORD AVE  , BOULDER, CO 80305",80305,4.0,3.0,5820.0,1,2020,bouldercounty
"295 BELLEVUE DR  , BOULDER, CO 80306",80306,4.0,3.5,2962.0,1400000,2020,bouldercounty
"1405 BROADWAY  208, MILL VALLEY, CA 94941",94941,1.0,1.0,425.0,300000,2020,bouldercounty
"3375 CHISHOLM TRL A105, SAN FRANCISCO, CA 94115",94115,2.0,1.0,963.0,285000,2020,bouldercounty
"3701 ARAPAHOE AVE C415, BOULDER, CO 80303",80303,1.0,1.0,850.0,440000,2020,bouldercounty
"3910 COLORADO AVE C, BOULDER, CO 80303",80303,2.0,2.0,1427.0,566000,2020,bouldercounty
"4685 LUDLOW ST  , BOULDER, CO 80305",80305,4.0,1.5,2054.0,795000,2020,bouldercounty
"2720 CARNEGIE DR  , BOULDER, CO 80305",80305,3.0,1.0,1026.0,741000,2020,bouldercounty
"2560 YARROW CT  , BOULDER, CO 80302",80302,3.0,1.0,1026.0,750000,2020,bouldercounty
"204 28TH ST  , BOULDER, CO 80305-3310",80305-3310,2.0,1.0,902.0,570000,2020,bouldercounty
"589 LARAMIE BLVD  , BOULDER, CO 80304",80304,3.0,4.5,2357.0,830000,2020,bouldercounty
"2155 WALNUT ST 9, BOULDER, CO 80302",80302,2.0,1.5,1616.0,660000,2020,bouldercounty
"2227 CANYON BLVD 308A, BOULDER, CO 80302",80302,1.0,1.0,702.0,312500,2020,bouldercounty
"2855 SHADOW CREEK DR 102, CASTLE ROCK, CO 80109",80109,2.0,1.0,838.0,520000,2020,bouldercounty
"1360 WALNUT ST 202, BOULDER, CO 80302-5190",80302-5190,1.0,1.0,1496.0,887000,2020,bouldercounty
"3360 34TH ST A, BOULDER, CO 80304",80304,2.0,1.0,780.0,430000,2020,bouldercounty
"2800 KALMIA AVE A304, BOULDER, CO 80301",80301,2.0,1.5,888.0,325000,2020,bouldercounty
"2707 VALMONT RD 115A, BOULDER, CO 80304",80304,1.0,1.0,576.0,180000,2020,bouldercounty
"2707 VALMONT RD 115A, BOULDER, CO 80304",80304,1.0,1.0,576.0,187500,2020,bouldercounty
"2707 VALMONT RD 116D, THOUSAND OAKS, CA 91362",91362,2.0,1.0,792.0,288900,2020,bouldercounty
"5000 BUTTE ST 148, LONGMONT, CO 80504-3765",80504-3765,,0.0,938.0,38350,2020,bouldercounty
"3301 ARAPAHOE AVE 222, BOULDER, CO 80303",80303,2.0,2.0,1383.0,799900,2020,bouldercounty
"4269 MONROE DR A, BOULDER, CO 80303-4610",80303-4610,2.0,1.0,1044.0,394000,2020,bouldercounty
"4780 MCKINLEY DR  , BOULDER, CO 80303",80303,5.0,3.0,3134.0,1222500,2020,bouldercounty
"5594 PENNSYLVANIA AVE 6C, BOULDER, CO 80303",80303,3.0,1.5,1140.0,550000,2020,bouldercounty
"662 TANTRA DR F, BOULDER, CO 80305",80305,2.0,1.0,816.0,397000,2020,bouldercounty
